Frame,Variance
0,0
1,0.01397912
2,0.01377326
3,0.01360772
4,0.01381857
5,0.01369493
6,0.01382217
7,0.01368448
8,0.01374349
9,0.01359825
10,0.01381567
11,0.01367805
12,0.01393154
13,0.01369308
14,0.01383645
15,0.0137307
16,0.01378396
17,0.01371401
18,0.01375961
19,0.01365197
20,0.01372174
21,0.01373089
22,0.01391453
23,0.01372373
24,0.01346958
25,0.01346583
26,0.01351582
27,0.01334465
28,0.01351037
29,0.01333618
30,0.0135179
31,0.01275412
32,0.01293024
33,0.01270457
34,0.0128037
35,0.01274958
36,0.01271462
37,0.01264809
38,0.01280089
39,0.01265769
40,0.01241276
41,0.01229496
42,0.01217011
43,0.01210437
44,0.01213212
45,0.01196905
46,0.01187942
47,0.01170735
48,0.01164485
49,0.01149292
50,0.01143678
51,0.01140918
52,0.01156779
53,0.01120394
54,0.01124972
55,0.01104948
56,0.01107864
57,0.01059136
58,0.0104751
59,0.01018858
60,0.01025247
61,0.009666993
62,0.009822027
63,0.009286215
64,0.009409289
65,0.009058234
66,0.009171814
67,0.008589695
68,0.008426027
69,0.007756317
70,0.007714701
71,0.007213543
72,0.007280021
73,0.006905377
74,0.007060285
75,0.00672872
76,0.007196089
77,0.006690038
78,0.007094055
79,0.00662762
80,0.006892448
81,0.006515029
82,0.006907955
83,0.006452436
84,0.006701912
85,0.006388108
86,0.006627806
87,0.006357647
88,0.006591812
89,0.006175064
90,0.005938701
91,0.0055928
92,0.005596539
93,0.005303212
94,0.005383919
95,0.005106374
96,0.005239243
97,0.005077399
98,0.005237174
99,0.004950183
100,0.00506643
101,0.004980194
102,0.005094061
103,0.004891921
104,0.005012008
105,0.004815037
106,0.004857995
107,0.00462734
108,0.004867237
109,0.00465161
110,0.004741988
111,0.004537912
112,0.004680099
113,0.004468434
114,0.004540076
115,0.004510118
116,0.004748491
117,0.004430461
118,0.004621221
119,0.004399381
120,0.004645923
121,0.004344073
122,0.00465084
123,0.004281444
124,0.004492935
125,0.004163617
126,0.004408803
127,0.004094273
128,0.00420263
129,0.004083901
130,0.004337943
131,0.004021659
132,0.004230449
133,0.004004952
134,0.004133982
135,0.003923187
136,0.00409818
137,0.003847085
138,0.004039852
139,0.003855123
140,0.004009319
141,0.003740386
